"","","","","1","nKa","nV",-0.0157141435709664,0.271225148502213
"","","","","1","nKa","nCl",-0.0157141435709664,-0.18110764846976
"","","","","1","nV","nKa",0.271225148502213,-0.0157141435709664
"","","","","1","nV","nCl",0.271225148502213,-0.18110764846976
"","","","","1","nCl","nKa",-0.18110764846976,-0.0157141435709664
"","","","","1","nCl","nV",-0.18110764846976,0.271225148502213
"","","","","2","nKa","nV",0.124037938634378,-0.436680460257793
"","","","","2","nKa","nCl",0.124037938634378,-0.513989199369795
"","","","","2","nV","nKa",-0.436680460257793,0.124037938634378
"","","","","2","nV","nCl",-0.436680460257793,-0.513989199369795
"","","","","2","nCl","nKa",-0.513989199369795,0.124037938634378
"","","","","2","nCl","nV",-0.513989199369795,-0.436680460257793
"","","","","3","nKa","nV",-0.000737552294617688,-0.127302525215611
"","","","","3","nKa","nCl",-0.000737552294617688,0.309092232571048
"","","","","3","nV","nKa",-0.127302525215611,-0.000737552294617688
"","","","","3","nV","nCl",-0.127302525215611,0.309092232571048
"","","","","3","nCl","nKa",0.309092232571048,-0.000737552294617688
"","","","","3","nCl","nV",0.309092232571048,-0.127302525215611
"","","","","4","nKa","nV",0.0715860092482471,-0.466821540461326
"","","","","4","nKa","nCl",0.0715860092482471,-0.451998848117136
"","","","","4","nV","nKa",-0.466821540461326,0.0715860092482471
"","","","","4","nV","nCl",-0.466821540461326,-0.451998848117136
"","","","","4","nCl","nKa",-0.451998848117136,0.0715860092482471
"","","","","4","nCl","nV",-0.451998848117136,-0.466821540461326
"","","","","5","nKa","nV",0.0163546414326765,-0.09813290178862
"","","","","5","nKa","nCl",0.0163546414326765,0.102533678441905
"","","","","5","nV","nKa",-0.09813290178862,0.0163546414326765
"","","","","5","nV","nCl",-0.09813290178862,0.102533678441905
"","","","","5","nCl","nKa",0.102533678441905,0.0163546414326765
"","","","","5","nCl","nV",0.102533678441905,-0.09813290178862
"","","","","6","nKa","nV",-0.0542310346227963,0.552273240013767
"","","","","6","nKa","nCl",-0.0542310346227963,0.394974141972168
"","","","","6","nV","nKa",0.552273240013767,-0.0542310346227963
"","","","","6","nV","nCl",0.552273240013767,0.394974141972168
"","","","","6","nCl","nKa",0.394974141972168,-0.0542310346227963
"","","","","6","nCl","nV",0.394974141972168,0.552273240013767
"","","","","7","nKa","nV",-0.0702153239001564,-0.184863704021252
"","","","","7","nKa","nCl",-0.0702153239001564,-0.247953783162095
"","","","","7","nV","nKa",-0.184863704021252,-0.0702153239001564
"","","","","7","nV","nCl",-0.184863704021252,-0.247953783162095
"","","","","7","nCl","nKa",-0.247953783162095,-0.0702153239001564
"","","","","7","nCl","nV",-0.247953783162095,-0.184863704021252
"","","","","8","nKa","nV",-0.0255361830682127,0.132763985587986
"","","","","8","nKa","nCl",-0.0255361830682127,-0.186692308902963
"","","","","8","nV","nKa",0.132763985587986,-0.0255361830682127
"","","","","8","nV","nCl",0.132763985587986,-0.186692308902963
"","","","","8","nCl","nKa",-0.186692308902963,-0.0255361830682127
"","","","","8","nCl","nV",-0.186692308902963,0.132763985587986
"","","","","9","nKa","nV",-0.0868219260185375,0.226700597219726
"","","","","9","nKa","nCl",-0.0868219260185375,-0.143450273324407
"","","","","9","nV","nKa",0.226700597219726,-0.0868219260185375
"","","","","9","nV","nCl",0.226700597219726,-0.143450273324407
"","","","","9","nCl","nKa",-0.143450273324407,-0.0868219260185375
"","","","","9","nCl","nV",-0.143450273324407,0.226700597219726
"","","","","10","nKa","nV",-0.0380901529271673,0.424425777759372
"","","","","10","nKa","nCl",-0.0380901529271673,0.623500326630808
"","","","","10","nV","nKa",0.424425777759372,-0.0380901529271673
"","","","","10","nV","nCl",0.424425777759372,0.623500326630808
"","","","","10","nCl","nKa",0.623500326630808,-0.0380901529271673
"","","","","10","nCl","nV",0.623500326630808,0.424425777759372
"","","","","11","nKa","nV",-0.0913028270924995,-0.0666485574047283
"","","","","11","nKa","nCl",-0.0913028270924995,-0.279022193044292
"","","","","11","nV","nKa",-0.0666485574047283,-0.0913028270924995
"","","","","11","nV","nCl",-0.0666485574047283,-0.279022193044292
"","","","","11","nCl","nKa",-0.279022193044292,-0.0913028270924995
